,101_1_222_nl_ho,101_2_222_nl_ho,101_3_222_nl_ho,101_4_222_nl_ho,101_5_222_nl_ho,101_6_222_nl_ho,101_7_222_nl_ho,101_8_222_nl_ho,101_9_222_nl_ho,101_10_222_nl_ho,101_11_222_nl_ho,101_12_222_nl_ho,101_13_222_nl_ho,101_14_222_nl_ho,101_15_222_nl_ho,101_16_222_nl_ho,101_17_222_nl_ho,101_18_222_nl_ho,101_19_222_nl_ho,101_20_222_nl_ho,101_21_222_nl_ho,101_22_222_nl_ho,101_23_222_nl_ho,101_24_222_nl_ho,101_25_222_nl_ho,101_26_222_nl_ho,101_27_222_nl_ho,101_28_222_nl_ho,101_29_222_nl_ho,101_30_222_nl_ho,101_31_222_nl_ho,101_32_222_nl_ho,101_33_222_nl_ho,101_34_222_nl_ho,101_35_222_nl_ho,101_36_222_nl_ho,101_37_222_nl_ho,101_38_222_nl_ho,101_39_222_nl_ho,101_40_222_nl_ho,101_41_222_nl_ho,101_42_222_nl_ho,101_43_222_nl_ho,101_44_222_nl_ho,101_45_222_nl_ho,101_46_222_nl_ho,101_47_222_nl_ho,101_48_222_nl_ho,101_49_222_nl_ho,101_50_222_nl_ho,101_51_222_nl_ho,101_52_222_nl_ho,101_53_222_nl_ho,101_54_222_nl_ho,101_55_222_nl_ho,101_56_222_nl_ho,101_57_222_nl_ho,101_58_222_nl_ho,101_59_222_nl_ho,101_60_222_nl_ho,101_61_222_nl_ho,101_62_222_nl_ho,101_63_222_nl_ho,101_64_222_nl_ho,101_65_222_nl_ho,101_66_222_nl_ho,101_67_222_nl_ho,101_68_222_nl_ho,101_69_222_nl_ho,101_70_222_nl_ho,101_71_222_nl_ho,101_72_222_nl_ho,101_73_222_nl_ho,101_74_222_nl_ho,101_75_222_nl_ho,101_76_222_nl_ho,101_77_222_nl_ho,101_78_222_nl_ho,101_79_222_nl_ho,101_80_222_nl_ho,101_81_222_nl_ho,101_82_222_nl_ho,101_83_222_nl_ho,101_84_222_nl_ho,101_85_222_nl_ho,101_86_222_nl_ho,101_87_222_nl_ho,101_88_222_nl_ho,101_89_222_nl_ho,101_90_222_nl_ho,101_91_222_nl_ho,101_92_222_nl_ho,101_93_222_nl_ho,101_94_222_nl_ho,101_95_222_nl_ho,101_96_222_nl_ho,101_97_222_nl_ho,101_98_222_nl_ho,101_99_222_nl_ho,101_100_222_nl_ho,101_101_222_nl_ho
104,9.8094181939,10.0720355612,3.8525011819,4.1201205061,5.1778452075,6.3711660893,9.759908806,4.9143022072,5.8917344626,6.0387604193,8.0515971815,11.474836226,3.2711903552,9.2483941214,4.0505186321,9.8394594007,9.2320738396,7.503402636,11.2459923643,5.1051007005,0.9819842681,6.6681291043,4.848137311,9.0184267764,6.0808046347,12.1990063579,5.2176381286,4.5791527723,7.7631303388,9.0803189643,4.6267475406,8.0643057004,7.6026915395,10.9120486447,9.4885557284,10.4978011396,10.4994329365,11.1469267916,6.5015060778,9.924046067,9.4972881586,4.4548982973,1.3187631768,3.5776958014,7.4232177259,7.186822603,5.4061299189,4.2936793893,12.6055999694,9.3363037732,5.5695711336,2.7109949634,5.560383983,10.901564709,8.5525109859,8.7217303425,4.4791976347,10.0671891176,9.9343389933,9.384625952,4.6667973663,8.6989776495,4.7106162753,9.2923850453,6.5667189463,2.6810452258,10.3544276357,3.3941743603,3.1266648214,9.3233911278,9.9225232312,4.563710951,1.8690958233,12.9373967561,5.8437273074,7.8768213694,6.8514855641,9.9549770872,6.9437996427,3.0531240966,7.1028936031,4.3167411039,6.540683625,8.2198458241,6.9714588455,5.2678387423,10.0270068946,5.6242947298,1.9491876622,4.5388476663,11.9354492808,0.8779360351,7.3850517526,2.7476057175,2.6550418616,5.8247969161,6.2144208567,5.7340438204,10.1196480286,8.7801754943,7.9618264705
105,11.185625721,8.0655047672,3.3746643978,3.916069133,4.9396539638,7.1696775307,11.679972327,5.4819339368,6.4684836481,4.3238568869,7.9242130609,11.825374638,2.4906254148,9.9341721376,2.9287505428,9.5710725346,8.5199601011,4.1207162336,12.6391204557,4.4494020244,1.1374460597,7.3371690864,3.7963259902,9.5145808413,7.7893868206,10.2002353573,3.9322229439,3.7821831573,8.4645610691,12.2529993908,5.1539961771,9.070292079,6.9189922065,9.4826048019,8.8282833369,9.5069856774,11.0310776081,11.2612723144,7.3579727876,12.2898017843,9.3230327627,3.5117451479,0.8454775197,3.0517764678,8.070540713,6.867008241,6.4253662888,4.6353208048,12.4790571074,10.6960805937,4.5400874226,3.5486607349,4.5825039278,10.7192520287,6.4949010559,9.6829569021,4.8565950995,11.6758480276,9.160113301,8.4934588698,5.2677795158,8.1142959328,4.9314814251,11.1099018605,6.0537930646,3.2910837943,9.5940706409,2.4735093487,1.9683405538,11.3040990137,9.309245435,4.548535953,3.5998991461,10.3183021461,5.7034633198,7.7323098166,8.208678684,9.1427855451,5.7638471991,2.8329156291,5.079578845,3.2969157908,5.4914602985,7.3092564741,6.5952286054,5.1280224424,9.4794634302,5.6367663444,1.1784291526,6.3528939384,11.4623811524,0.245329771,6.4057813673,3.3870340332,4.0107635272,3.7577281607,5.520158062,4.5007778064,10.1940023376,8.5190678651,7.0085377255
106,12.2787277433,5.8169596292,2.8311974318,5.7871389229,4.8038675459,8.6593463694,12.9816361678,6.6027627327,6.592536324,3.4897111681,8.3595707555,13.6825873992,3.1339151597,11.462416183,3.0874172474,8.8371347873,8.9654785402,3.0075523117,12.2351968622,2.4272381219,2.631993083,8.0270178048,5.719060633,10.7727544523,8.4451387713,9.7010289894,3.9552777121,3.4360829069,9.3176888478,11.5497349495,6.0709941468,10.3791197167,6.2286934289,9.3525514609,8.3719553987,9.5778222304,10.0286001385,10.5789296825,8.2353277152,13.7228207474,9.2400603162,4.3976683032,2.9765279988,3.7465002777,8.4858362609,7.3022166113,8.5539771901,5.5734609149,10.5609879924,12.0752097509,5.0053513377,4.5195866562,2.946615611,10.0362232809,4.5496471157,11.55104753,5.1848460138,11.8286057405,8.7872684505,8.6472442766,5.2369801381,7.248046448,5.8777261503,11.8457810718,5.1386406699,4.4648418371,8.3305895695,1.5617012096,2.0195140606,12.9419271221,8.6572999481,4.7311215089,4.5856662105,8.7546989503,6.4320309815,7.7899564875,10.5992650354,8.4264353178,4.5110636635,3.2681557178,5.3010445716,3.6989921905,6.0822312012,7.6222947695,6.8941053,4.2941108396,10.4712910314,4.2150001558,2.4300291881,6.192376994,12.3636358217,0.4087299665,5.5342942131,4.360108615,4.5344446476,3.021920359,4.1959067411,3.7274365149,9.2861411923,7.9843606298,7.9674890538
107,12.5813339373,6.525731429,2.8194841783,5.9058509683,4.3899471012,7.7876764209,12.9581296503,6.5219509548,6.2716667008,3.4437960119,8.0134811133,13.8167713522,3.5101355062,11.0481407211,4.2874628412,7.7077523337,9.2267181674,2.945879437,10.5458528988,2.7661001798,4.0192334561,7.4581988995,7.1910587859,11.4034654041,7.4357803715,9.2010962604,3.1580406356,3.1841909487,10.3009328794,12.2869563556,7.6054975472,11.7070623335,6.4812699687,11.4433354353,7.9316460667,9.9890478984,9.2575310308,10.7346583122,8.4731950425,14.1496712475,8.2831391544,6.0571264377,5.4220083611,5.0628061521,8.8578159349,7.1615194061,9.1337303333,5.7119868113,9.2947626392,13.3260041086,5.9492302088,4.1250872454,2.8608588399,8.5456413116,4.1733681894,12.8216619897,5.4313257863,10.9511414664,7.6595192541,8.0568809051,4.5019556873,8.2130166805,7.2137645004,10.5550185801,4.9607991619,4.6810648404,6.9553039987,3.1561053953,2.4183139746,13.9991341089,7.4609984353,3.8174324493,4.3701171509,7.8157808388,5.0940478726,8.9514285083,10.4717479157,6.3342612567,3.1371217962,3.9878210461,6.6961575445,4.4481263477,7.7834773498,7.819821962,6.4346690461,2.3838459523,12.4323327118,4.4032526174,3.4940439507,5.8153526972,11.9996863796,2.7623543091,5.3648438108,4.4741417523,3.3950730532,2.7016799135,4.6041719405,3.1276571445,11.1261258318,8.1405493122,7.9965294834
108,10.8378710145,7.0300771489,1.1439778771,7.1343671886,3.164910037,7.7514185924,13.8221284998,6.0525752572,7.574652332,4.2821715596,9.1515379743,14.3070545791,3.8351266895,11.5985901705,4.2161442969,6.5140735363,9.9607081137,1.5025590176,8.7584507739,5.3200595297,4.36207515,9.1026212102,7.4613777771,12.1154756429,7.3719330301,7.5712958528,4.9427758296,3.3798113349,8.3566366726,12.8842356889,7.1499681367,12.5711310108,5.9172189177,12.0826293797,7.4427252263,8.8297686361,8.4618845908,10.6619857649,9.6823396193,11.8940190728,8.4576323818,6.7933226274,7.189287955,4.2551999813,8.0696030998,4.7705075996,9.5925552455,6.0641161676,7.5520161665,12.8683703545,6.5615147603,4.3616314821,2.5249876317,9.7015975852,3.839845302,13.3585279915,5.9508933155,11.0136841017,7.219476669,7.3220269956,5.0000739314,9.3271000402,9.2918038226,12.0790657528,4.2211908659,5.8967460077,7.3446782627,6.2889728364,3.2901936547,13.9759579764,7.6358413011,3.959230891,4.1162498406,7.2072614772,5.6393006508,9.3198087759,9.9609505783,5.0714621387,3.5447116012,5.8111595961,7.1335589684,5.2947365108,9.3816643909,7.8878168869,6.7827999208,2.2201973085,11.9117303416,6.6655464362,3.2169394067,5.6763740577,11.3298830716,6.2687482878,6.1796132195,5.2752495649,2.6436243728,2.9747101169,4.5667458881,2.4570297186,12.752454162,7.9684028624,8.5692395689
109,8.3143738486,5.8620459256,0.3393403608,7.6583997538,1.4938565685,8.9071172162,13.6435896567,5.0514804508,7.7613506534,5.2051171929,9.2299870397,13.2508861481,4.4231502654,12.0312203507,4.8990422757,6.7072115568,10.1059850307,2.3794202693,8.6851172087,6.4869455274,4.5179796777,10.1424210606,6.8061619679,12.1777969389,5.4417050218,5.084654942,7.6019451227,3.9325243935,6.5024972029,13.9218433265,6.017991683,13.7317283494,6.4250367072,11.3335797426,8.8553821373,7.827886704,5.9384125449,10.7522883768,10.3715104978,10.2395039114,9.1990167699,9.1978532756,9.7678467934,5.5928482349,7.207596689,4.0388980722,9.691056633,4.4235183414,5.6407865599,11.1298219705,5.914015776,3.226157642,3.8744885691,10.4399458368,5.6590159588,13.8659609703,5.865239808,10.0375121367,9.1914325853,5.4135875695,3.6265563692,11.0913344032,10.7873651915,13.1319659063,5.1471673591,6.7583545765,7.0221096166,9.4834690592,3.8435058821,13.3264688428,6.0402826633,2.6688403346,2.2136401552,6.4746816949,6.3722690846,9.6444306021,8.2797407081,4.2283233038,5.640172272,7.2458385376,9.423460214,7.5401438547,9.6287177748,5.9932336254,5.5677917127,3.0573895001,10.4897096131,9.3418700127,2.6385118082,6.97531036,10.8424602414,6.3374765479,5.4364898947,6.2221570504,2.4651867457,2.5084758404,4.0689415508,1.4757533877,13.8319363922,6.958739472,9.8279941757
110,6.7470290558,4.0137347151,0.2154628122,7.5659815643,1.5767572644,9.6938475176,13.6042673451,3.105527694,8.6226663411,5.3859084027,10.0891680217,10.564700041,4.0711449679,10.8196795721,5.9554715897,6.815224413,9.4965022912,5.0025486254,7.6401708361,7.687803951,3.5622895031,9.3387299502,5.1455752027,11.599602153,4.6909472037,3.7796928393,6.2885769195,4.7809204352,6.5082042136,14.1209042045,8.0760027835,14.4032131767,7.8726813303,9.80237171,10.6796034549,6.6933216203,3.7503372893,8.7400931983,11.6800420391,9.5198500927,8.9318507488,12.1017874879,10.8764819387,6.4715078064,7.5371186543,2.8491636741,10.0412575596,5.4647829713,3.3280870695,9.2820672557,6.9429540747,2.4185267196,3.3595696287,11.763359926,6.9470050683,13.838977914,4.957515391,10.9023737709,9.6212176611,5.2309372138,2.4677414976,11.6360553575,12.8461038651,13.8578674194,7.5095872501,7.1989707292,5.9985027373,9.5872705643,5.1795425462,12.3918247794,5.3839957651,3.5934699793,1.6674610914,7.5283680362,6.6879879115,9.0485974665,7.3991389732,4.4840124039,6.4210672751,8.4861511643,9.6006484294,7.1908058302,10.1102032376,3.9084315907,6.6439833732,3.237998068,9.3009452932,9.9138250364,3.7180565991,6.7839669877,11.072200403,6.576361691,5.6556463735,6.1853766072,2.496123527,1.5815169091,5.2391111801,0.9188052052,14.4206915109,7.7895342096,8.9672752139
111,5.7272705942,4.1265395409,0.7307892083,8.0770859741,1.9850833459,11.2608317005,11.3689110494,2.3410192639,9.5165749637,6.4454703642,9.9974522997,8.4702838706,4.3560888641,9.5922679128,6.7298245923,6.5774710504,9.8511571884,7.1989625593,8.9186238811,8.6560650347,2.5586157134,9.5845322599,5.0458817858,10.9272336902,4.1477122834,3.9992053422,5.1578879952,5.4344006697,5.7695786879,13.6065589454,9.3031487916,13.4403391021,8.7072547035,8.571376585,12.3816373939,4.8495204391,2.2939151911,6.4422702241,12.8571200665,8.0252171371,7.5363458748,12.8388634751,10.8952706441,7.1595326431,6.6096041079,2.8181414486,9.1658728395,6.8063974018,3.7700452677,8.0978358465,7.9367933216,2.5567219921,3.5827358202,12.3687029399,9.3846406533,13.3651264034,4.2395013975,9.2866627363,9.0364592727,7.2845605678,1.8792257038,11.2300738542,13.0849289802,12.1396718329,10.4794758572,7.3803001738,6.8234532975,10.2341930869,5.6154980619,11.86477137,3.2703055191,4.230087682,2.0100510881,6.1901832424,5.5417940541,8.0688818288,7.3098955957,4.8099681375,8.17602952,9.7082811483,8.9074726793,6.1372947722,9.9855839522,2.3211745914,7.9865467514,4.5170822154,9.1419483946,10.6180087524,3.5683436177,7.1308208581,10.3467152553,6.0261720898,4.6466274368,4.031225118,3.1002492337,1.5724457615,5.9963165547,2.5816715784,12.0376424054,8.1953139938,8.9433274586
112,4.3249603075,4.9981688266,0.6868171745,8.4701076153,3.8611570462,11.4886267404,9.9968369466,3.1049032812,10.0099161248,7.5860217217,11.5358931124,7.3121108741,4.9823305033,8.5698792564,7.2316220623,5.2921644911,8.2759492242,8.8919543106,8.4770620676,8.3106623369,2.3964410358,9.5752283061,4.242221539,10.8404195419,4.5828095958,4.4889127439,5.4737366687,4.8205361674,6.3716287031,13.1753028903,7.9780775663,14.1000450503,8.4997575089,5.9087587251,13.1081415443,3.4884304788,1.9172699192,6.0831781917,13.0284609478,8.4850650621,5.2690307303,12.6172475555,10.2692323725,6.8078823008,5.4108485635,2.6964694493,7.7807593334,6.962823346,4.64701373,6.4308190681,6.8285268833,2.2019190822,3.3130699954,13.5983099208,9.4036427167,11.5166086439,5.4143839252,9.8599902656,11.4041078261,8.2166376605,0.356267282,11.2265007517,12.4038243698,11.1138097425,12.2435952442,7.8376720842,6.8766345217,10.8867795715,6.234003962,10.304137676,3.6257910104,5.6673807551,4.0475702911,3.5700038243,4.5161946372,5.4376037091,7.8762691503,5.0140318107,9.9173632827,10.5710986088,8.1043331641,5.9118240639,9.1435283465,2.6618951271,9.2386962451,5.5576481898,10.6932161479,10.6790271388,4.0720403034,7.4015066325,9.8852039944,6.8953877167,3.0896216037,1.5396581233,5.8755534503,2.2689014771,6.5550972032,3.3253583817,10.5640728156,9.309214403,9.10373649
113,3.6740362455,6.3954467215,2.6856792859,10.252044047,6.2539825997,11.7463047015,7.9789236373,4.8620436446,12.1868970371,7.6903234015,13.7728845391,8.2885607073,6.218535885,7.6179820198,8.1853883513,3.3896707508,7.0896022385,9.596374519,8.3090412325,8.1430432367,4.005895226,9.3879184695,4.0345169021,9.7625808566,5.4242577588,4.3968926944,5.3470902102,5.2787063142,7.4500850813,11.465870289,7.4545317041,13.7798491547,9.5079075698,6.5338063479,12.7823438708,3.8237860773,3.2474829866,7.1678760676,11.0909933354,8.5473288851,4.3017020363,12.728515321,9.3366836634,6.2691687781,5.3234541912,2.3159493049,6.80070832,7.7081857123,5.002478045,4.3637415674,6.4336588283,2.9687369694,4.0472700889,14.3287621119,9.1471801857,9.2702225123,6.8679680666,8.6680647692,12.0805526284,7.1438454909,1.0565882701,8.9345248397,12.5605772141,10.6532663361,13.2276300977,9.3026459829,8.359171141,11.8894906993,7.5841100177,8.4660819316,2.9334966449,5.9688754377,6.4597377084,1.7098476551,5.7372776697,3.0764403794,7.8474930369,4.804675242,9.7658773629,10.7030780208,6.3684846595,4.3425903934,8.8231004851,2.2569122972,9.1343674512,7.0542774411,11.6172371743,11.9037478512,5.437052265,8.3180415665,11.0309795338,7.8217972459,3.9816671023,1.1073172825,7.4574318397,3.4696821625,7.8787942364,5.1000916686,10.2974806036,9.7928638467,8.7989229185
114,4.5661043063,6.904352741,5.3442833925,9.5592565053,6.4385124061,10.6510018314,6.1337996285,6.8131350004,12.8084077016,8.2264338963,14.0442823265,9.0952075418,7.6401506511,6.3680784288,9.1508858204,2.6362554984,6.80894289,8.8440190053,8.6187956173,7.6205299416,3.567642221,8.4134734065,4.3090612455,8.7047998011,6.0699729661,4.817232763,4.8055640374,6.9619071941,8.3013871355,9.4052055565,7.6013677685,13.0634498831,12.4605823994,6.6979756791,12.0266559801,2.9428400243,4.6758472114,7.0266379865,8.9409986731,8.4383090467,4.0411484747,12.5787286215,10.4704073542,6.7794399662,5.629489044,3.4134425272,6.7291989152,7.9988887184,3.9936112873,3.1104531318,6.9204759391,4.4899870602,6.3835191823,13.7363968644,9.9145808399,7.9102195354,7.4603953062,9.2848991391,12.7351047907,7.6705063725,2.7525814745,8.8403214183,13.3003490565,11.4965323833,12.5358717322,8.8116993123,8.5505272325,12.7350372576,8.9479180448,7.1722547219,4.9267778376,5.9793065257,6.2449022447,1.5375369179,7.1857658722,4.1641987369,7.7383793409,5.475680838,7.2750609746,10.4840858953,6.8420272199,3.7743562298,7.5679867841,3.5940836475,8.252996804,6.5414022182,11.0665631466,12.0578714885,5.2116623831,8.4234965199,12.6747483336,8.3729801448,4.9752149177,2.6782201706,7.3882442992,4.1446248034,9.4632453354,5.9889529451,10.4529505254,9.892131452,8.8768177686
115,4.3042592861,6.7416590578,6.2531897679,9.000372118,6.2633179205,11.6015671159,4.9294071271,8.5067814805,14.2224491935,8.2789662577,14.5885859081,9.4410901318,9.3175035373,4.2783604605,9.5999312594,2.6306784148,7.4910166605,7.1094493807,7.6638849997,7.5131994932,4.2870983842,7.511859719,5.0095772789,7.8615935392,7.8214109177,4.3605245727,5.1863109227,8.1226822093,9.169289499,8.2951644089,7.7288138019,12.3577781785,11.8252066168,6.4515227346,11.9180318019,2.68917954,4.2381053328,6.4609506231,8.8198463838,8.7712625662,3.8462806601,11.666590294,8.1356822111,6.975229527,7.7857101256,2.5127162223,5.3082230343,7.134276324,3.5026693386,3.2434438179,7.7224519428,3.3223252384,5.2484585858,12.5097601263,9.0913750655,7.7794553848,8.6803648896,9.0190880356,12.069643543,7.4074858571,3.9063319534,8.2055486762,14.766234695,10.8334868053,12.5966192363,9.6422183197,8.6330683348,11.6856755519,10.0728354341,5.9024603576,3.5103422122,6.4465407841,5.7156040811,2.4347810723,7.6622014847,3.0666321556,8.6910298842,5.696101387,7.0626456802,9.3246187961,6.9315188856,5.0139260212,6.4978733031,5.5805891757,6.9550969944,5.0598006547,8.3636803884,11.5640259521,5.1883921732,9.5434839559,12.6210036194,8.3251633125,5.6425847708,3.2795916015,8.055877138,4.9410310367,8.7259435345,5.7765875702,9.5743235481,10.7880325229,8.5584075987
116,3.0189946395,7.2864974404,5.5866206272,8.8840940888,6.8574158109,11.6675800474,5.6951043023,10.7471661845,14.4201741591,8.7719749986,14.5824308585,8.2407722779,10.6231057898,3.8599164293,8.4137545825,4.1168915589,9.1346872796,6.324476851,5.4921515334,6.488655259,5.8710545994,6.8555296667,4.0009523001,7.9149708478,8.6341086799,3.9796463334,5.9915251666,8.5794981612,8.5181705187,7.4907365847,7.8974861019,10.5662940081,11.567196341,5.8189197887,12.7425829298,3.337564597,3.9276011387,7.2965194113,9.1291743898,8.2911420459,4.2560674683,9.8675709098,7.0331739819,6.2917924197,10.028154442,3.7179047322,5.800567872,6.3058592139,0.8499052395,4.3573425216,6.2992224711,4.0869116935,3.709630822,10.5624195252,8.2626831201,8.6665729277,9.6555914211,7.8479844035,10.26320984,8.1880014379,5.9714407697,7.1798688187,13.9111658525,10.6766097765,12.4151075399,10.718734441,8.6777833173,13.3669418013,10.0489148436,5.5301495363,2.0580605256,8.0800506561,6.7409931532,3.3313324825,8.3874166778,2.4745080421,10.5348684794,6.7401703487,5.8372005616,8.2732311659,5.4785419204,6.665513624,6.1120345463,5.5697114688,5.535311484,3.7095898359,6.4441760755,10.8443748659,6.9028928109,10.0828046294,10.5100686431,7.5766365965,6.2148662581,3.9694322931,7.9404640182,5.8771745561,7.9064110905,5.2061801076,8.3288532761,10.0113637725,7.2025785213
117,0.856252466,9.1948982879,6.5613812828,9.6258542798,8.05509086,10.863602202,5.9448892339,9.8441460147,13.9731216688,9.2828238607,12.5699235729,8.0709722036,10.4000095957,5.9777750602,7.226715864,5.4292765074,9.9923337445,7.1829228112,2.6572991008,4.9459686295,7.157489932,6.1702497421,5.1768153229,6.5288217181,9.061447984,1.9508008956,7.7871426551,8.5152119776,8.7685856024,8.0120710702,8.7368371834,9.6463512658,12.8128710528,6.8132910086,11.8561240159,5.5367003258,4.1850135211,6.8372569322,9.7670963314,8.5242560042,2.5452777605,7.6208542663,6.8513123742,5.2003066618,10.3662530153,2.8899707068,6.3598295446,7.1503630212,0.7731902573,5.2081742223,6.3438587431,4.6223448156,3.3204241442,10.2063647203,6.5921736118,8.9192232395,9.5173771216,7.0047699508,10.5917278166,7.5358360939,6.6473457058,7.3394789096,13.478778288,11.1341389294,10.7182373931,12.3784029257,9.0302394773,13.5906831796,9.9106322144,6.7963537297,1.0949551777,7.003416377,8.5828710129,5.023422775,6.5059605806,1.7499278707,11.1518327429,7.814491595,5.111885228,9.9894241945,4.6959329023,7.9593810959,4.8201881659,5.9665369616,4.5207209771,3.2402831148,5.966829609,11.1013690744,8.5099989856,10.1367683884,9.1508425715,8.1047626159,6.600812601,4.1422524758,9.2157059674,5.8799619249,6.0045041683,4.4985492318,8.3193991112,10.6764967994,5.18562253
118,1.2781624079,10.1018533381,6.4633164406,9.5308923635,7.5031455947,12.1752550143,7.5771931305,9.9338608608,13.0418748025,7.5249829215,11.5978501553,7.2219160568,10.1076222134,5.9249131016,6.2712331073,5.277982967,10.4547563767,6.5657044468,1.5748274435,3.5845926267,7.6743988494,4.9610432803,6.2838374742,7.0807225396,7.8853623515,0.7016975545,9.6985355397,8.0753293181,8.6641410182,6.1874920304,7.1674937155,8.7615063985,13.6496997743,7.4516707925,10.6981851804,7.5079634664,5.7997533345,7.1830820767,10.0584471961,9.1195835403,1.770382737,5.1566710743,8.1891655634,4.51284658,8.4274083873,2.4327589195,3.8877215694,7.5585591352,1.675251614,6.3958984764,5.3997118101,6.1462390173,4.4039068987,10.5613202363,5.9161494412,9.9427556402,10.8758025036,6.2589075988,8.9383695451,7.031619661,6.2936374232,8.7593307179,14.0197966915,10.8332897817,9.2290552008,13.5251081892,8.9524291652,13.4097988691,11.256035204,8.6580413239,2.5411400058,6.2343063183,9.5046673716,6.1595984295,7.327053181,3.2351401656,11.7235834835,8.4089737158,4.7065875911,11.1086293755,4.8554509092,8.5685224332,3.4184283985,8.1254783986,3.5417056923,4.6403673391,7.1788226017,11.9000584503,7.632092294,8.9529111737,9.0816323702,8.0733836572,7.4932961168,3.5634588363,8.940954674,5.1644190178,5.717328828,4.75753608,8.7357238564,11.957338586,3.9677615811
119,3.6500516239,11.1487224036,5.2754076657,10.2022500261,5.7893301599,12.2778971654,9.1890335529,8.8471576457,10.0247478045,6.2435538588,11.4660920228,6.1337679445,10.9670974315,6.8213340095,4.4349663185,5.3529684397,11.0410308121,5.2140665641,2.1541502139,2.8695124709,7.8179238804,4.4344335358,6.2232237012,7.6551251812,8.8157111874,0.3520748006,9.6226101417,7.9924907226,7.8619039464,3.7551213786,4.39806272,8.1062142396,14.5763161745,8.532780691,11.6008350355,7.5121273269,6.6803369255,6.4942530431,10.7246356713,8.9828369178,2.6668083364,3.5625552264,7.7122378612,6.1450417979,7.1526229937,3.1624512207,3.8882898746,10.2235905593,1.3479248054,8.0301616904,3.8130723654,6.9137488199,5.9613848224,11.9706552775,6.1785926221,10.3246057857,10.6940699015,7.2560540283,7.947433477,6.6894695673,5.2699904613,10.1838217433,14.6540418322,10.7355759456,6.2237485706,14.1081137035,10.1688634601,12.9394900336,12.4860819124,9.2855279342,3.3543101323,5.7671715914,11.1469032171,8.5577810819,7.4795796741,4.1758230541,11.8652358173,8.5248316598,4.8462634127,10.5017911545,4.2822793213,9.3798745686,3.2815479052,8.5219185956,3.3682935606,6.3414445087,7.2120009057,11.7343153691,8.5005208507,9.1730165483,9.5677515482,8.9860467211,8.0905058965,2.9194279516,10.0636411525,5.9998193046,7.0965889374,3.9642957305,9.8460398281,12.6365438054,4.6099908068
120,6.1790688348,11.30869899,2.9475146444,10.8031053778,5.1833864798,13.1362591677,8.4212883798,8.1042741097,6.7603618841,5.8559447712,10.704525468,6.3644094579,12.4149947148,7.5457799911,4.6257574165,6.9522543076,11.3871995686,6.8579668849,5.014999363,2.2120065167,5.9986494319,3.9225123515,5.6742682328,7.1864587879,9.0175073767,0.810187908,8.7632768277,6.2913163225,6.8881186444,2.265049274,2.726139315,7.600521034,13.5798000037,10.1044593271,12.2915290076,9.0294175556,8.5063049379,5.7249781048,12.5183995172,8.4779792962,3.7113610502,2.4156239591,6.9382739161,6.780652522,6.1487653003,3.6871044648,4.7604716139,11.4476371339,2.1293875636,8.9689732991,2.7099423102,7.2200148773,6.4674555603,12.509486219,4.9645762609,10.5406703396,9.0584855184,7.7100060821,7.1093478005,6.9852503588,5.2958017818,9.6525362871,14.727318214,10.1241914289,4.0685227982,13.8532736996,11.8734026718,13.1735199194,13.8726828014,9.8700425644,4.6665785634,5.2083080834,10.761234564,8.1086396076,6.0402085513,5.9473268374,12.0631225741,9.9017206924,4.6496837084,9.7296283279,3.2686380303,9.5889629268,3.2692293621,8.4973060389,3.0522974395,8.3832984304,6.6672711201,11.3096307229,6.9622470806,8.9911090292,10.361688638,9.1903746271,8.3837717324,3.66661729,9.9160405594,7.8797696274,9.3821069409,3.6756032302,9.972869755,12.2026150341,4.0182636931
121,7.4349894225,10.4906819287,2.2002844937,12.1894063182,3.4248049572,13.6071677871,8.8838359061,9.596563308,5.1093592441,5.4651301745,11.4040521281,4.917477938,13.1604347344,9.8684064815,6.6197077008,7.8014191053,10.7320031601,7.5631519859,7.2101667944,3.5774395008,4.4742424914,2.8400422005,6.4004309673,6.5406031898,9.6098395523,1.4845008467,7.3356820239,5.3274002097,5.1439158811,2.3402305985,2.3817683291,7.660408497,12.8692377032,11.9878156641,11.7266576932,10.5324865024,8.7309412914,5.9177790917,12.9003520861,7.2464008465,3.9742597175,2.7572493882,6.6073607566,6.6307972347,7.1163942496,5.1385932902,6.7345140017,12.1293260492,3.3865615187,9.1556627139,2.1110167573,7.0682136751,7.1238340757,12.8490463841,5.4657593282,9.7636219125,7.8991702339,7.6521067175,7.8972131014,5.4543073707,4.8208566814,7.7554947638,14.7473287418,8.0618973139,2.1391740377,13.8748364359,11.7666889787,12.0061005932,13.9317839949,10.3950488224,7.2434360278,4.2629666129,12.2357773051,7.7353217595,6.0788070323,8.5657810459,12.3932250979,10.2584443553,4.583442356,8.6329324425,4.1263856439,8.2143095515,3.4299384599,9.3711724262,4.1058150185,10.3814127982,6.1650538791,9.3669012219,7.8806503283,8.4014130123,10.8209217465,9.1047851269,8.5287340663,4.9072009421,10.4897085181,9.0969616437,10.0607525014,5.1083460825,9.8079520026,10.7200638631,4.3636988975
