,101_1_222_nl_he,101_2_222_nl_he,101_3_222_nl_he,101_4_222_nl_he,101_5_222_nl_he,101_6_222_nl_he,101_7_222_nl_he,101_8_222_nl_he,101_9_222_nl_he,101_10_222_nl_he,101_11_222_nl_he,101_12_222_nl_he,101_13_222_nl_he,101_14_222_nl_he,101_15_222_nl_he,101_16_222_nl_he,101_17_222_nl_he,101_18_222_nl_he,101_19_222_nl_he,101_20_222_nl_he,101_21_222_nl_he,101_22_222_nl_he,101_23_222_nl_he,101_24_222_nl_he,101_25_222_nl_he,101_26_222_nl_he,101_27_222_nl_he,101_28_222_nl_he,101_29_222_nl_he,101_30_222_nl_he,101_31_222_nl_he,101_32_222_nl_he,101_33_222_nl_he,101_34_222_nl_he,101_35_222_nl_he,101_36_222_nl_he,101_37_222_nl_he,101_38_222_nl_he,101_39_222_nl_he,101_40_222_nl_he,101_41_222_nl_he,101_42_222_nl_he,101_43_222_nl_he,101_44_222_nl_he,101_45_222_nl_he,101_46_222_nl_he,101_47_222_nl_he,101_48_222_nl_he,101_49_222_nl_he,101_50_222_nl_he,101_51_222_nl_he,101_52_222_nl_he,101_53_222_nl_he,101_54_222_nl_he,101_55_222_nl_he,101_56_222_nl_he,101_57_222_nl_he,101_58_222_nl_he,101_59_222_nl_he,101_60_222_nl_he,101_61_222_nl_he,101_62_222_nl_he,101_63_222_nl_he,101_64_222_nl_he,101_65_222_nl_he,101_66_222_nl_he,101_67_222_nl_he,101_68_222_nl_he,101_69_222_nl_he,101_70_222_nl_he,101_71_222_nl_he,101_72_222_nl_he,101_73_222_nl_he,101_74_222_nl_he,101_75_222_nl_he,101_76_222_nl_he,101_77_222_nl_he,101_78_222_nl_he,101_79_222_nl_he,101_80_222_nl_he,101_81_222_nl_he,101_82_222_nl_he,101_83_222_nl_he,101_84_222_nl_he,101_85_222_nl_he,101_86_222_nl_he,101_87_222_nl_he,101_88_222_nl_he,101_89_222_nl_he,101_90_222_nl_he,101_91_222_nl_he,101_92_222_nl_he,101_93_222_nl_he,101_94_222_nl_he,101_95_222_nl_he,101_96_222_nl_he,101_97_222_nl_he,101_98_222_nl_he,101_99_222_nl_he,101_100_222_nl_he,101_101_222_nl_he
121,3.2524005188,10.6955021954,7.1626857669,7.5728566075,6.7616245741,4.9619555638,2.2019571556,7.685049673,7.4151267317,6.8179131182,12.4688899164,8.4735948098,6.1255464142,1.3939521078,9.9372013453,11.9983658174,10.4373438401,8.8784526584,3.4036879237,4.7548516599,4.6439980878,4.7037775338,10.6709691549,13.4090696799,7.6797441983,3.2292301623,8.4642523798,5.6963597377,12.5225070755,2.3776463011,3.1668558409,6.8533112716,4.4162760107,12.8020264393,6.2908973291,4.8395585872,6.8884210014,3.7074147456,8.3306834961,6.5004490698,12.9464584092,5.6348506823,3.0695277928,11.0533493074,9.1877746897,3.4312428776,9.3660000678,13.8659807442,0.8577978532,2.4314556037,5.8692518531,6.69653576,2.3082400609,8.8462374496,4.765918253,0.818789273,5.0436962786,4.2191757793,8.1150925599,6.5658818877,9.8049818015,4.5693917986,6.5016533658,7.8404113759,11.3897800703,8.561584115,6.3346062661,5.1400143395,9.7821261714,9.1316532441,9.7584739463,4.1817235156,6.6397507571,7.3605195129,5.3866932855,4.4031439724,6.8614517787,8.1326837702,9.8057020748,6.5497747812,4.1907704519,9.9672290755,0.345542451,11.5316364592,4.5085718331,3.0686869866,3.0361374863,9.630811092,10.7863903537,10.1190070576,7.2555740659,6.4512005721,9.9439593642,13.3775766263,5.9019470462,6.3137477611,7.4361989304,11.2265249155,4.7078701495,10.8743421105,6.769651049
122,3.2651024248,9.5778132923,5.9255835541,9.1027923187,5.1805731761,5.2590264154,2.7726019791,8.8798817699,5.784605338,7.6060395728,11.5745684212,10.3096687714,4.0051347193,1.0868078716,10.9531629967,10.9208487469,8.7742796936,8.4125886415,7.0060890662,5.9166533339,3.6811067534,5.6292213555,10.0985755898,13.2145620598,7.5550732102,3.5608272396,9.7687689406,4.6003638601,10.3757659315,2.7968121068,4.2614756503,7.5704129928,3.4720966542,11.3327104035,3.379059425,6.243378257,8.3730438874,2.4664749652,7.4862075394,6.0901362583,13.6302463123,6.8891458962,3.1273159259,10.3198121369,10.3478270518,3.2970064187,8.8197572929,12.7923739384,0.8014393963,3.4740089716,5.4231291972,6.6249136932,4.5073741401,6.4905170009,4.5770933265,0.913050238,5.3846399585,3.7713554845,10.3059411247,6.1256670222,10.3693074059,2.4662201902,4.6522198021,7.5306138449,11.821073352,9.0868842505,5.5700472919,6.0593959327,7.7125872113,10.4179735797,10.5282651077,5.72173698,6.8334410576,6.1787947377,4.7260505896,4.7796237241,8.574923241,8.9300500525,10.4706963345,6.1246098583,4.5443328729,10.3025381401,1.1578010872,12.2133418028,6.1386637505,2.9238101018,4.1170553821,9.1370742047,12.6744561089,10.3708677869,6.2120783872,5.5258186355,8.8202508694,13.5510619541,5.0263028175,6.7890341919,7.4398772801,10.5064643911,4.9992275487,10.7350677166,8.1054974581
123,2.9562447885,7.941698932,6.5418393606,9.6586006668,3.8433223277,4.8258820199,3.0553748626,10.3702197526,3.6324045832,8.3688549856,11.6419064488,9.0833293173,3.5154129495,1.6944222373,10.1295126312,11.6107654055,8.8276281172,8.1993293334,8.5303898493,6.4463279007,3.3625663858,9.7037588929,9.742727748,13.6138199708,8.0023162133,4.3868467055,11.1026349608,4.5117470937,9.926246203,2.878640678,5.4909937842,8.1846959895,4.1404761112,11.0210905274,1.8076843053,6.3637164803,8.6950629257,0.343028569,5.8813364012,4.7307537638,13.5202510052,5.4509494637,3.883956304,9.2151485576,9.8069840704,2.7723655297,7.753647141,11.7322737576,0.9325302103,4.7593145536,2.8646134546,7.5723165712,6.0825248358,6.3964090256,4.509225644,3.0746258473,7.9465523705,4.8813663239,10.1439898641,5.2286479817,8.8613787281,1.8735601554,3.1668219738,7.9257203614,12.1978445564,10.5663142415,3.669871918,8.1202201124,7.3789068674,10.9252788493,8.4879552756,7.6540762034,5.7510221121,5.9372732716,2.9589495461,5.4201651352,8.0200634141,9.4185929404,11.8366168794,5.5677788048,3.3102777787,12.4433537261,2.6911795145,13.1399252915,7.3818181619,1.385494344,3.8824762306,8.927302408,13.1091093889,11.4086377734,7.3268024883,4.4274071573,6.1761980347,13.5776650357,3.9801672224,9.3462495531,7.150600096,9.322287103,4.5228981307,9.4027827471,8.2306200626
124,3.3478220333,7.1387925458,8.9505818369,10.3066537273,4.9556743723,4.0593348798,2.8794297051,10.6571960702,4.2160543146,7.3993273965,10.8558337147,9.9400486486,2.7821965532,1.2315969977,9.6788721848,11.3070634928,11.742419062,7.7765440119,9.3369425085,5.6791547037,3.6647011486,10.692730327,10.0827145397,11.122363463,6.5293181314,4.5987553647,11.2577444486,5.9181287426,10.5594507363,2.3847640411,5.5616284815,7.4946718822,5.8965797766,11.9746059961,3.2002555092,6.9263838659,10.371535591,0.2459227208,5.0861511455,2.7129454058,13.1259312223,5.2013806304,4.4328508922,8.8559481686,10.3666984527,1.4085511833,7.7114170767,11.8142223087,0.1112132495,4.8137934007,1.1524298066,6.3940385319,5.6869430436,4.0128452258,3.7739543025,3.2373040762,8.5420809285,5.4737474156,11.3254694906,5.0975924863,6.1990670606,2.5058306232,3.6708847273,7.6798168994,12.5337072108,10.4575994162,2.9497640545,9.2360525516,5.6676300031,9.7001634933,8.2000510787,8.7642637228,4.6499373389,5.6674711397,0.9483030215,4.4715605711,7.5482441773,9.4697840306,13.5910487647,6.0670299937,3.5268362302,10.6775684429,4.4433767866,14.2732592793,7.781035896,1.4124173557,4.7216028185,10.2517464663,12.0179795217,13.8717648165,6.1466129942,4.4908845554,4.5166257301,13.1586899536,2.5074139306,10.1972069109,6.5486350538,9.2778936072,3.7851679426,8.8300017013,10.326140066
125,3.9440293225,6.9125539115,9.5325802174,11.3841098121,6.8565872842,3.8254947488,3.7927271595,11.7143242533,3.9224663301,7.3578911447,9.7758525221,8.2086596001,2.2051657685,2.30664401,11.0243337823,9.0242900718,12.5079386783,8.8894293052,10.1665301889,3.9715703483,4.8872114543,10.5416026014,10.3689080529,9.3559887322,5.1522487908,5.0527637597,12.970865304,5.083102956,9.2730794428,2.3850013534,3.7885554086,6.9570607199,6.7843607573,11.4926257912,3.8382210919,6.3657400973,12.7131749952,0.9581531198,5.3889479864,2.5648388068,12.2158441358,5.5810596318,5.0314766871,10.8868726431,11.4917667079,1.0803725249,6.5429970229,11.4932605121,0.0693779362,5.1274098027,0.7561843566,4.6938672432,5.6755977936,1.864763984,2.2256604187,1.1970314662,7.7417232931,4.7762646677,10.7705480647,6.6425236837,4.6636961132,4.8659888878,4.8555358145,8.4876475066,11.4489949748,9.4633770772,3.3551051915,10.752408764,4.7118458145,8.646533816,9.6582329148,11.2938472768,5.9588157475,5.3857417754,1.3800735009,5.6532881139,5.9018002723,9.0045525155,12.8334684268,6.8025839913,3.4255495675,10.6817859033,6.6580905554,13.837652449,6.9099268153,2.3993879493,4.8428894303,11.1138758795,11.9507991503,13.8256283019,6.0317586923,4.1187022429,4.0287306279,12.3702168174,2.2632636113,9.1437658088,6.2416504861,9.6511848197,2.8079561323,7.8830661419,10.1802694712
126,4.3099295601,7.5623165919,11.4228491904,11.457884821,4.9703614864,2.2104027304,4.6659225783,11.553360182,3.3259847527,6.8989156229,10.3139223844,6.4018790491,2.9225087582,4.4338507335,11.1269840365,6.6691994134,12.8281196195,10.2150972502,9.7970534295,1.697703939,5.7507868061,9.4564968179,9.4481813266,8.5403479497,4.0578074085,5.2048791805,12.5180475673,5.2795997788,7.5341095156,3.8417260961,3.4062086633,5.5507133941,6.4212750346,11.469899701,4.3864910834,6.2573926757,12.6264006151,3.0505475219,5.2335908001,2.697460543,12.3259283949,5.7221516813,5.3330301005,10.766797512,11.4010102626,2.1888701014,5.7352413004,12.3025190578,0.0557041875,6.7557863949,0.6092870758,3.9094983717,5.704756032,0.9721934483,0.4515573223,2.0562171969,7.9517284824,4.35041518,10.8850143895,9.0307359488,4.1285479605,6.092838849,5.1216201651,9.1820454263,9.6789396042,10.7836687041,4.1662359291,12.5849644139,2.6523908071,7.3220190485,10.3838300371,10.5300782684,8.2837336334,3.7945879191,1.9136771101,7.2274743213,4.8448421376,9.688740243,11.1031767661,8.0182300021,6.1739367247,11.4341046362,7.9205383209,13.2656507314,8.0183108622,5.0788297087,4.2610701026,8.7910769635,12.6034782776,13.6134962261,8.3052956023,2.8603116146,3.4639949677,12.2625483302,0.9300796706,9.0583506669,6.6821056977,8.9392675739,1.9815011473,6.7268556597,9.3086403429
127,4.9658761422,7.5856779505,11.4529810312,11.5443816353,4.5022675927,3.1793416131,5.2524031352,12.04837864,1.4560208932,7.0746031267,10.0402659851,5.9737004908,4.0203349676,4.9989499356,13.6484211233,5.6150899633,13.9426395652,11.7871392823,9.0505609536,0.5632311897,7.2400964915,10.1707534689,8.5847701804,7.6222024034,3.1330143832,4.0899684885,12.575132081,4.5067347815,5.6451562231,5.1524964042,3.4208946789,4.8382468757,6.6887846305,12.2757294682,4.3553410396,5.0631642151,12.4394767014,4.8988133123,4.99671888,2.2204992228,12.0961714957,6.8185902686,3.6137811012,9.7485385726,9.057549859,1.7638175484,4.5173257474,12.9188428649,1.5942288038,6.0889090206,0.4731935454,3.8278723272,7.6989078738,1.3364426416,1.194877245,2.5721122373,8.8962798529,3.8299781832,11.0705224707,9.0181153694,2.4149018561,6.323749749,4.8328663495,10.1962737625,7.5081070403,12.7110597119,4.5385593049,12.0368007331,3.0375018369,8.3857518313,9.8845243563,9.3674123647,9.1266773609,2.412011602,2.1753145458,9.0861416196,5.2459981376,9.8553813769,11.0785433379,7.6012185691,6.2633417057,12.9281319705,7.5718853416,11.3178283848,10.4127076484,5.6462595608,2.2493782106,8.1186533511,11.2101543714,11.6421398993,10.8129255292,3.3800603128,3.7600890091,11.6592215457,2.7875523434,7.259024911,6.2330406104,8.2016739839,2.5615429042,5.8687135358,8.1231314914
128,7.031154253,7.0018825571,9.1768040034,9.8629311049,4.3962239957,3.0003027697,4.6302923619,11.1450991217,2.0609841028,6.6320056861,9.5922345106,5.4107486039,4.6461945038,6.6848596689,14.968288923,5.6563335414,12.3451044687,12.0992993623,8.4772891092,1.9238689749,8.9303866535,10.149275952,7.759779728,7.3876750482,0.5462414471,3.293440167,12.8081860579,3.7289867147,5.8578498266,5.6839736417,3.9794999217,3.6863051622,6.6926116874,12.7385638001,5.4026529778,4.1445886337,11.9798791919,5.4983734846,3.6476967199,1.877159221,10.5978338879,7.0917079049,2.5922104592,8.9978469047,9.0960498446,2.3659191595,4.2003499912,13.7328949304,3.5838801935,6.2035010817,1.1144170754,2.9214362044,9.2648945234,2.0726122416,2.3621089683,2.6760998238,9.4793112336,4.9694676317,10.4901117927,9.425498915,2.1847449633,5.289894448,5.9341335921,9.5395913899,4.3743472484,12.1938407462,3.9518952009,11.5584778224,4.1530808602,7.9311318489,8.1046401902,9.458648947,10.4535416253,3.1497733214,3.2688314313,10.390041172,5.5009477708,11.0430936445,10.0980909631,6.733568611,6.4906918618,14.0921762896,6.1241656126,11.6492311216,13.0861761252,6.5434396515,1.4224063746,8.649726083,11.4944564949,11.4792600162,12.3437260564,2.8116695244,4.1431393033,10.8501460721,3.6033258538,7.4655425565,5.1670290737,7.4494379948,3.5853813214,5.7901078624,7.1111069794
129,9.1943368962,5.3694435167,8.9336446443,8.7637546563,4.2367291425,3.063646474,6.0771740502,10.3238855704,1.8703173127,7.2440543584,9.8379074826,4.6583369879,4.0730268852,8.5645524508,14.4201103097,6.4197428978,11.5269099035,12.3615491704,6.9152119863,3.420797027,9.4519525646,9.8600452533,7.8980514814,6.5154266925,1.0134140643,3.6798945612,13.8135049985,2.5422160192,6.8299464272,5.8932693989,4.9449648329,3.2487834345,6.1311960919,12.1485246131,7.2838138662,2.4752555364,8.8898857899,7.1473300314,4.1890778198,1.2564020907,7.3995881022,7.4382080927,2.3522936,8.3548897132,9.5081407454,3.1156725783,3.0190584934,13.9857509281,5.5271974853,5.2085921288,2.9787455901,2.6447218141,9.4187247954,2.9212186704,3.7712130217,1.6715810802,9.2703796316,5.9762436768,8.4460544316,10.9313618373,2.9281040176,4.2653177357,7.0819311412,7.3756942527,3.0221622979,11.8638409252,3.8426939246,10.6543156717,4.8636974416,7.7505530476,6.3327381662,7.72087481,12.235337205,3.8817739627,4.5827334852,9.99751882,4.6569789531,11.7979850441,8.9103447496,6.4301113113,6.6634700821,14.3165487092,5.4155169383,12.0867760198,13.7724894974,6.7315716304,2.3388335902,8.5128246669,10.6214710498,12.2860761333,13.8978125664,2.9688206608,5.0440883997,9.2210635956,3.403030361,8.5651436401,4.3925089725,7.6352670559,5.0371855059,5.9801807203,6.1188463541
130,9.873019384,3.2749940317,8.8269785719,8.7857839765,4.0526312008,3.056838063,8.2101401521,9.8796256831,2.3072464856,7.6659775074,10.690856036,6.1989571761,3.2281502966,10.6761890044,13.1227568989,6.6632019142,10.8577288718,12.6547105533,4.9592064729,4.2145595398,8.630519288,10.5523469158,9.1656482549,6.3885453225,2.1826327578,4.1939423118,14.169656821,1.4130777509,8.1854580466,6.4426580595,4.697815292,6.0630829753,4.7982026439,9.3234425156,7.0645709932,2.0450085776,10.1133190216,8.309175633,3.3898673829,2.0098534843,4.3024963077,6.6898804923,2.51578171,8.6769017619,10.6035734167,2.4881636369,3.2675886336,13.961425924,7.2964316492,3.8162171813,3.5419192811,2.6594888536,7.8907828055,4.5359938871,4.1596659082,0.1242955198,10.1382008768,6.1965409665,6.4422991565,11.5151035814,5.2271908982,3.6321149925,7.1706732605,6.2447561613,1.5898991313,12.7799408887,3.4144270228,11.2723411442,4.6764142793,8.2374779634,6.3724343768,7.2373743007,11.6421836015,6.2717618626,5.6951395974,9.0514955674,5.6381645169,11.7448129075,7.4039408038,5.8888908384,5.9431882088,13.5711289695,4.9564103508,11.5351498878,12.4076776811,8.3135296628,2.8463375165,7.37613088,9.9631742544,13.3783874486,13.1158552424,3.5755887178,5.1202094004,5.0698718584,3.644053471,8.351627706,1.9784515534,7.7471401465,6.7131418459,7.6036639149,6.6127022238
131,10.867869935,3.1727841194,8.63618555,9.3206102787,4.4904982102,2.4937662495,9.9432484628,9.8800679957,2.8939606607,9.2257611179,10.7168495347,6.2398667409,2.1945659452,9.557256815,13.9323228747,7.4376238527,9.6421626205,11.8616295416,4.6065021233,3.7095629798,8.5147378601,10.8898489126,9.6442327439,5.8421159525,2.7892974765,3.3942472051,14.0023509909,1.7101523119,10.0324364004,6.513571767,6.070367383,8.9974113628,5.1915267814,7.3169777566,6.4520263048,1.9182434171,10.5689006723,9.1936235916,3.8479785542,2.9051325426,4.4934701531,6.1781188334,2.0116399224,8.5464483363,11.6402136999,3.2374372062,2.5126088836,13.7682064168,7.6862459251,3.8204443759,5.7898544932,1.2432816918,4.8790871961,4.4827720737,5.1136599249,1.1752957235,8.5757849319,7.8369839606,5.8075251852,12.7597704342,7.271606708,3.5334639976,7.0698558484,4.42629877,1.1676178583,11.3562112706,4.1119039425,11.4749676051,4.8801053241,7.9061131902,6.1695173053,8.3177070847,9.2854694554,7.7383579092,4.946534819,8.3106129261,6.0799567797,10.3902397753,5.9407166847,5.4383104403,5.8146188304,11.3212326926,5.2472809951,10.7328019443,10.5440645848,8.4667722615,0.8849210037,6.4182849657,9.1316444723,13.2555641521,12.8266471415,4.6858374777,5.7231247989,2.6123977883,4.2218292306,6.2802743894,1.751993329,7.9763190538,5.2151252939,7.8708568362,6.3126970084
132,12.0167945086,3.7352086057,10.8043083064,10.4978417895,4.8551745261,3.408469132,10.7302793394,10.2593720523,2.9973452405,10.868570427,8.8968800183,5.3512529739,1.4294358653,8.0427354775,12.8124349959,9.1117925035,6.9227618705,9.0386316415,3.3657784714,3.9015246527,7.9825120068,9.8421860944,8.6212474443,6.0515705937,3.7466960652,2.7707579148,13.6466316381,2.1277272384,10.0380670916,4.8606335455,5.6233825474,10.2069839927,5.7770061979,7.6304946794,6.1319847427,0.1967129832,9.5965209305,8.9735746288,5.4840832838,5.9972270651,3.6276336422,7.1132443415,3.1407158946,8.2015230119,12.3700848239,3.2551746735,3.3237360114,11.7116285577,8.1444405751,5.8537150854,8.2212848789,1.1856051086,3.3709630645,4.9703393064,6.2213887703,3.3519185381,7.9193755524,10.1797323888,5.5112725939,13.050415172,7.759950066,3.8856695825,6.4643218976,3.9567326138,2.0142652031,9.7181619886,4.539167538,10.6224169478,4.2558511178,7.8396049779,5.7249214583,9.1625726047,8.2702959413,11.1647130852,4.4870119309,9.0545472455,7.2482087511,8.6430150998,3.949520318,3.681651165,5.7791648464,12.2816132141,6.1174645672,11.2243294288,9.9832376587,8.4713955011,0.908278604,6.1882562487,8.9123750307,12.3436909987,11.1376716461,5.5945426715,5.6433421461,2.0412913336,3.8556518396,7.2926742003,4.1474037161,8.3563057096,4.8142198404,7.0876605438,6.7818490951
133,13.1315351604,2.735642923,11.2796169034,12.2535839499,4.2776646399,5.1550592962,10.9410504709,10.6007369168,2.334238941,11.9284050596,8.0170646658,5.7135528619,1.6493042016,6.8707475255,12.4640228292,11.4253758467,6.0636161253,6.0540218164,3.0328584947,3.8703494655,7.0845685931,7.681076099,9.0050140626,5.971103107,6.1908871461,4.759343083,14.4594825427,3.0125410002,8.9860517228,4.5664696696,6.7257852248,10.5736540131,5.9463773513,8.525106067,6.3340454652,0.5570980527,7.8122896078,9.1840374364,5.1236509929,8.019670472,4.4636783197,9.4755380209,3.8474642494,8.2225771137,11.6794285753,4.4198794321,3.697377661,12.2350937665,9.4902873614,6.4980822459,8.0723944721,2.8374983344,1.5773729868,4.1142563669,7.2866105679,3.3685379975,7.2535226119,10.1588547912,5.5659541482,14.0883333427,8.1759210904,4.7167138296,7.1503714678,2.000668958,1.7786631937,7.2386664572,4.5303249285,9.0765905471,5.4840900467,6.6982556049,7.2323767909,9.1014952411,8.6607562544,12.3385033823,3.7586199034,9.323740704,8.6258469282,9.3821778425,3.7490539505,3.320509228,6.0345565442,13.2023634791,4.3351443188,12.4517264642,8.8251802701,8.7535825242,1.9850727313,5.4289898237,9.8821699007,10.2431541479,9.8197711771,3.6471047202,5.036153782,3.4311946928,3.0846619845,7.5132552259,4.063177104,8.3238236026,3.1688652501,5.2857541842,6.5322268307
134,13.5299322432,2.1420590324,11.7954337417,11.2793478623,3.6669904667,5.4467812819,9.3932258476,9.621605288,0.849628505,12.9081917693,6.0768075007,4.6788396149,3.1688165426,8.1208657545,12.6056220871,11.1535308825,6.942103926,5.1795311373,2.7246973072,3.8097921375,8.5462728313,6.8786312462,8.7541714702,7.5115532352,7.4233461259,6.6727197322,14.297858623,3.7919644439,8.8455995993,5.7809973661,6.5687101787,10.7533491212,5.3476389264,8.6668756932,6.6667030465,2.3120061002,6.2446152082,9.4513905389,4.3077650612,7.7559629749,7.7530034892,11.3211371076,3.4350178786,8.4672601601,11.9054806605,3.4258174386,4.0271021432,11.8869301258,9.6170784113,8.0021292376,8.8076506688,3.1220287249,1.6003656401,2.4569745526,5.7852223439,3.3596020073,5.9394388538,9.1987343905,6.1058295192,14.4151328201,9.01327812,4.822564921,6.1243057391,1.1384551602,3.158667423,5.8654161515,5.511944586,9.1164692557,4.6772668711,7.9768739639,8.3691729374,8.4015161929,7.2274505377,14.3114002705,4.2637742384,10.5359135979,8.5431210917,8.3045644239,5.531848013,2.2536555193,5.4718477276,13.4005344896,4.762842497,12.8181276305,7.7804797318,10.2034005576,3.0620988932,5.008263551,11.4621787859,6.585159959,8.8189465074,2.6675697046,4.948809271,4.9382112439,3.191715521,6.3113883519,4.8783259954,8.8993079817,2.7273602866,4.9665523519,6.8055914974
135,12.6756036824,3.3917671852,9.1460106179,10.0517054338,2.8866356235,6.3697524183,7.9072547347,8.1472723531,1.8369484499,14.590590955,4.8865700575,4.3961861324,5.6447882526,9.1610429114,11.1961943767,9.3158043364,8.6487156306,5.0811436072,3.0080090512,4.1909730332,8.5832698556,4.895310885,6.6568068634,7.8410659694,7.8327352385,5.8923484951,14.4299529865,6.2107065755,9.0549722738,4.8333494182,6.8586657298,9.1667982363,4.4671381751,7.9977612271,6.8393336642,4.5390692486,5.5626962823,8.4306872563,3.7915863405,6.9705590905,11.753927576,10.5358939179,4.2844565121,8.5031711644,11.9521896379,4.0216407795,4.8401891902,10.5383101602,10.1206117481,7.9507230643,9.0435579863,4.1525825575,2.5112061922,1.8008668298,4.8002568228,4.9154752795,5.4515777527,8.7414531052,5.6297824857,14.9053251983,10.3795973781,6.4679450033,6.5227531109,2.9212535312,4.9989652487,6.2328916017,5.8463687317,8.8153086022,4.3132370052,7.447126133,8.3561548275,7.4437107816,7.8338107951,14.3943473263,5.3683856123,10.0633624988,6.6866630283,7.6251304242,7.2163354519,2.1291019105,4.7583851242,13.0612901025,5.5370852403,13.4263650028,8.2955017202,9.4959224989,3.8571680194,3.9716065461,12.0347756237,5.9088872771,9.4552270201,2.1413922455,4.0955514213,6.2862819698,5.085431698,5.3959007811,5.6844146837,9.2010305525,3.5865893688,5.0458270572,7.0302800984
136,12.896031333,4.7518638502,6.8343753378,9.8760991253,1.7394916488,6.0853575891,6.9611989008,7.186050961,3.1599111208,14.6633551404,4.9953020087,4.5264059833,7.8373750895,8.6905066446,9.2170101312,8.6188497835,9.6411808879,4.29166108,2.5082840343,5.5858987409,8.7180573766,3.1745317482,6.6304687105,9.3697849493,8.0589973006,6.8366004361,13.3051589524,7.1336275197,6.2186853038,3.2502141465,6.2139087161,8.3731974869,4.1154810264,6.7732056826,5.8781452164,5.7293501112,6.4082812753,7.7031977683,0.9272985037,5.5097824179,13.2930908153,9.000009566,5.1557538342,8.9713302935,11.8254950518,4.0438045294,5.4923664593,8.8348736547,10.7993741539,7.0497620098,8.8777947822,4.3045208542,1.4532267937,1.3292489648,4.8402288188,5.6956626555,5.7295521533,10.4396645656,4.2446048594,13.5184099869,11.6703548314,7.1382702445,4.2381641498,3.3571344131,6.3336322254,5.4314628645,5.2034187165,7.4752425108,4.7267516331,8.2584416707,8.5972536226,5.3734603649,8.6385103712,13.5824523361,7.3269542549,9.0881248307,5.233689728,8.794727766,6.6636606462,3.038013139,3.5449314981,11.8535873866,7.9673283807,13.10093869,8.1667083081,9.066372731,3.4580558051,2.2283066061,12.3174610275,5.1342414383,8.7280199309,2.5141349214,4.9235491627,6.672322877,5.0034797456,6.5514257773,7.770268947,8.9676747672,5.3032741537,6.2248570712,8.1690887192
137,11.4457479376,6.0194217269,6.5968830547,8.250119668,1.6883861857,5.9317046201,7.579582108,7.477570036,2.7326407907,13.7324359857,4.2858083449,3.7936895813,8.2478550776,7.6156123697,8.7697245618,6.6060894678,10.1556932143,3.1873163726,3.5351168994,5.5983706717,9.8173132595,3.3571187125,6.1833454205,10.27725294,9.1329698802,8.2067107736,13.2620423687,6.33042621,4.8600590642,1.3319169439,5.519104388,8.7443250408,4.4503950215,6.1530449175,5.8362227539,5.3791093168,7.3786313235,8.5104865206,1.024373735,4.8298037672,14.1636686264,5.8091641313,5.1462209345,9.786252326,10.5944107834,3.3554601131,5.8588695857,9.059239557,11.6309132446,5.8598020894,8.0539248418,4.1145496897,1.2529580234,3.66263481,5.7753788261,7.0998644019,6.3611190963,10.1219511226,2.8431652554,12.2301196854,12.2754145192,8.149209495,1.9524418874,3.2943300816,6.5112715767,4.9812353227,5.6809343652,7.0919204061,5.7500808981,7.5927447916,8.4024757693,4.6567344788,8.0954232,12.9149268419,10.2974805616,9.0620064047,4.8248533216,10.1121992264,6.3364790819,4.1010864961,2.983420459,10.7892673734,9.5960227984,12.5032430083,8.7873319575,8.3035206551,3.1453638941,2.495104672,12.8712903322,4.3476402585,9.595511099,3.7005573902,7.0637065699,8.8145337356,4.2653027454,6.972618243,9.711717894,8.7040278418,6.4132256545,7.0878541089,7.940673086
138,10.1578396327,4.3396870049,6.6785721343,7.0250256777,2.9085358237,6.2272007088,7.1207328415,7.3911650788,3.7380433532,11.7488638724,3.1272241003,4.8563942906,9.2151686267,5.5771055383,9.4555620625,5.1122461854,9.8091404872,2.546973557,4.4191608249,4.6474202758,10.0923762989,3.2327263706,6.0483299587,11.3742767415,9.9648691971,7.359890668,11.3792012589,5.6234809638,5.885567052,0.5782921143,6.8999433383,9.0626776411,3.3911628786,6.4771856044,6.9767124067,4.6192065207,7.539477773,9.6763624382,2.6842556873,3.4986673266,14.4423859147,4.7884285526,5.8482887912,9.7985637164,9.5011513102,4.656519227,5.4798460705,9.4689585977,11.2270571693,5.4456315363,7.1893663483,5.6823957137,3.1559007115,7.2111209833,7.0858671045,6.7913097569,7.1447812271,11.2501873391,2.6121051269,12.2770745494,11.3292809735,9.3710178479,1.8820370325,3.8197264492,5.1906539316,6.1756774945,5.317072578,8.0646337504,7.3636574437,7.5656456809,7.5049429242,5.9944695479,7.9686919036,11.67193112,12.03595705,10.4318146152,4.6136325344,11.1555004598,6.0786451115,5.5170084617,2.6203030648,10.8490922411,10.7887654962,11.3647502102,8.8244012711,8.2717580661,3.7113585655,2.1535680912,12.0180274979,5.5072265502,10.4501311481,6.2884554763,7.0497229853,9.9407552939,2.840900822,8.0589916169,10.0160923045,8.7240092312,5.3572457483,7.3217669972,7.5064908887
