,10_1_222_nonlinear_heterogeneous,10_2_222_nonlinear_heterogeneous,10_3_222_nonlinear_heterogeneous,10_4_222_nonlinear_heterogeneous,10_5_222_nonlinear_heterogeneous,10_6_222_nonlinear_heterogeneous,10_7_222_nonlinear_heterogeneous,10_8_222_nonlinear_heterogeneous,10_9_222_nonlinear_heterogeneous,10_10_222_nonlinear_heterogeneous
191,5.0754987618,9.1273953943,5.6576175613,9.7141943742,9.7651644432,4.3413409809,5.9877787769,6.4466947623,10.1858273279,0.997480994
192,5.8494621978,8.4557013029,3.6632472447,10.4535296093,10.0581106887,5.0627578472,7.6391375664,7.9170329095,10.8353909313,0.0599831672
193,6.9148977071,6.1756907347,4.5353607096,11.3174283277,9.5958993915,5.9504513668,6.017255776,7.1881464252,10.6527469227,0.3658523931
194,6.7983440572,5.2451624526,4.5660664036,11.4444025815,11.5972850096,5.9879023776,6.5847241415,5.2389822214,10.1215378214,1.5593924347
195,5.18618173,5.0083978153,5.5405118889,11.0265571113,10.6117251282,7.2342411372,6.9817781262,5.6554056491,9.110741557,2.0720234003
196,2.6843680562,6.4866908948,4.3588433734,11.0247486541,10.7137496514,5.5959491944,5.217892143,4.2574703901,7.8694444757,2.7035735735
197,3.4258623847,6.8840572936,4.665012512,11.7263910118,11.3588820406,6.1898674967,4.6455562008,6.0602627997,4.8054120858,3.7934745856
198,5.0648509666,7.0842608029,2.3081503087,11.0357455599,12.3622780637,6.2252714876,6.9141449064,5.0526609316,7.082957839,4.8259057593
199,6.2880166378,5.9446810407,1.9573392011,10.2177033833,13.1183417128,5.6545574291,6.8483743428,3.4652319221,6.1294452586,5.6384325752
200,5.5693747425,6.9662355751,2.0934089414,8.2619952855,13.9161627956,8.1244167843,6.3064554937,3.2428154122,4.5703778358,4.9560610908
201,6.5199312248,5.9315546016,2.8615977302,7.6427399086,14.7045052084,8.8993811647,5.7567838628,3.3324191508,6.9193582241,5.2589958703
202,5.8027435154,6.0203115837,2.3733804234,9.0074135013,14.1281395979,9.2123076311,6.4781104775,4.8442549427,6.2527065663,6.3679619068
203,6.5606295984,5.9491684039,3.031687872,8.24709495,13.5319312335,9.971887218,4.3696213603,4.6188386702,4.7444202659,4.8252917625
204,6.1675319339,7.132369458,3.9482855332,7.7907648221,13.4991055388,10.3023082038,4.7884988364,3.8260672878,3.7580429593,4.2974373989
205,4.7250603181,7.509324924,2.7808178409,6.6654197034,12.5393985332,11.2911171377,3.4218267162,5.3914263036,5.6636244584,3.4029197385
206,4.6647388289,7.9160011864,3.7884368854,6.5704428932,12.706137355,10.9822961874,4.7536717585,5.4468085607,6.137442807,3.5940564958
207,4.4947219541,6.7846874688,3.7082071434,4.0895851732,12.9060294384,10.603226005,4.3103833417,4.1617709176,6.9830538951,3.9338185539
208,6.1133551412,7.8316093452,4.0791709836,3.9046493165,13.6296186088,9.877345998,4.6109320998,5.085760923,5.611592006,3.9453840804
209,6.8696036095,8.3833018752,3.5732241375,3.4133769633,11.4603951721,10.2533042174,5.6616026337,3.9265691999,4.5857235279,2.715154752
210,7.3184577153,6.1662051275,2.3941439324,3.090372988,11.2461414244,9.4914408088,3.7028810747,6.545677608,4.3593323061,2.3023359479
211,6.9003336081,7.4303172045,2.7843666067,4.1104989598,9.7173952401,7.9109278876,3.8446152627,6.2091356198,5.4754440223,2.4694417648
212,6.4549670299,8.7777157816,3.1569661627,5.3416054617,9.6033025128,8.7231810837,2.9131662914,5.7432243979,6.4827757863,2.8018630621
213,5.0372791741,9.2222786673,1.7873492878,4.9895870085,10.869021675,8.310281438,4.6560784056,5.2377956866,7.242926057,2.7117595107
214,5.2985050247,9.0585001112,2.7794559669,6.7033225525,12.409827484,8.8773615072,7.4621741603,4.9376791992,6.5175817437,2.5585777241
215,5.0608149565,9.1742406405,2.724959473,6.6322434598,13.6215493586,9.9018086299,8.6204871325,4.1815724748,6.9916198641,2.430379687
216,6.4366064197,7.0706554849,3.762932464,5.4599961421,13.7080727464,9.4245104177,9.7946762606,3.4674078086,6.6049045233,2.1485429982
217,5.5526122824,7.7751065913,4.3362019353,4.5204728688,14.1634520697,8.1055045365,12.3461452567727,2.9974227939,7.3867112121,3.6782527372
218,5.7014777857,7.7040619961,6.4413356938,5.6922925043,14.1526908693,12.0159095099727,9.870390228,3.2297075245,7.2906116351,3.3484319739
219,5.618900487,7.3277798028,7.117551201,6.3320382407,13.3407026326,12.1631529498727,12.5376290759727,3.5633159609,7.4639452906,2.7094452952
220,6.247667474,7.0291735465,8.5787772647,6.1337316497,14.2801185593,12.6231646244727,8.8224258268,4.5692560021,5.8562050112,3.3066605239
221,6.5364327503,7.8161637704,9.7510073212,6.9555705498,13.249860453,12.2465158758727,9.7305952056,4.3587512493,6.3706624411,2.2182729265
