10_1_222_nl_he,10_2_222_nl_he,10_3_222_nl_he,10_4_222_nl_he,10_5_222_nl_he,10_6_222_nl_he,10_7_222_nl_he,10_8_222_nl_he,10_9_222_nl_he,10_10_222_nl_he
9.9480009612,13.7494541401,9.8348155278,5.2844420601,4.7574495546,3.5835174561,13.0637985477,8.6792877903,3.7456038931,6.7240543437
10.5310405306,13.7682150719,10.3855382068,5.7509930173,3.9161671332,4.2347140489,12.1401497613,10.0198511314,1.6797982656,6.3971397657
10.1328170698,10.866194506,11.5188173669,7.8272673098,3.3006222852,4.7435055679,11.8931481391,8.805473233,1.071525847,6.1677168158
10.0104025912,9.8877163649,11.6351302413,9.3555053148,0.9248309491,5.1688063662,11.2540420689,10.2544020429,1.2372110254,5.6121849081
10.9785828188,9.7071306191,10.2979268874,10.7659769695,0.5101148045,6.2591346006,9.2271480035,10.5693017541,3.3756695275,4.5717096281
9.787810574,9.9739234835,7.9954528847,10.1072739527,0.7640992098,6.5999584556,7.6692711562,10.0962941663,5.6167085451,3.4054252159
9.6422900545,9.1590398006,8.5382249532,9.2614785083,2.6504963923,4.6399881834,6.6153978753,8.9826585277,6.2482818256,1.1817363568
11.6066746576,10.1779663611,8.5495687718,9.4322505892,3.9824966786,4.4291313968,6.684070256,9.289502112,6.1186305209,0.8420886138
12.3033185963,9.026909419,9.7776370005,9.9314629034,5.4919839763,4.2036010305,8.1431671926,8.7714771552,5.7818822653,1.2405253223
11.2048143957,9.0778410033,11.1123357432,9.1136693444,8.4012663524,3.3073036867,9.4619694319,8.4092120046,6.1032296973,1.6668315633
11.87367106,8.2730206248,11.1945739069,11.0475233141,10.4365291086,3.6389333778,10.3380668472,9.3822740467,5.4338850145,2.7721285464
11.848259406,6.4186004977,9.3748305093,11.0722684266,11.6322834588,3.7569865064,10.4714978886,10.3890425904,4.0191038861,3.4374480278
11.710282981,4.8230497641,7.7761085628,10.8945033118,11.2999673361,4.1347556179,12.4689460107,10.6879453797,2.0666315796,2.8351206818
11.4203245439,4.8266465469,7.6851122528,8.7628479214,11.4875185749,4.2943050887,15.750471471896,14.013175429096,0.6655008327,3.0383402123
10.5587199762,4.5803883085,7.7064512796,8.608552576,11.0656518898,3.1909112852,15.626400913496,10.3224917131,2.1463657498,3.1814262886
9.6792279716,4.5756881908,8.6138075265,8.5786949098,12.0686750257,2.9226912547,16.286095858996,9.7821489231,3.6683072839,4.212318115
7.3314483783,4.1575849443,8.2403088153,8.5791410471,14.135911059,3.5922313558,17.097629844496,9.8454046474,2.0898201414,3.0231011615
6.0478351436,3.8005333394,7.196209457,9.4926391601,13.6826135301,4.7311670118,17.560602538996,10.734409357,2.290372772,3.5039507951
5.0231392753,5.8892057562,8.402097793,9.6890196624,13.280472838,4.8204953811,16.206880825396,10.0741598103,1.0506595427,4.1965602768
3.2873666116,9.0507067826,8.2003108851,10.0550171531,11.6583797791,6.2191751543,15.748561135096,8.8329032689,1.0683765873,4.144690541
3.6367784355,8.6676837528,6.4546865868,9.286064414,11.0073912851,5.3194722218,14.346846126096,12.278455038396,2.5869335381,2.7960279638
2.8592547441,7.6494767,6.5698845564,6.9524178003,8.8660721671,4.8672300628,11.2876107128,7.9854710839,4.0024632976,2.1247798139
5.5320083388,6.5433396045,6.8333632681,5.3964734834,8.2798420586,4.5007803089,10.8332592953,6.9378559286,4.9539789398,2.3036240519
