,10_1_222_nonlinear_homogeneous,10_2_222_nonlinear_homogeneous,10_3_222_nonlinear_homogeneous,10_4_222_nonlinear_homogeneous,10_5_222_nonlinear_homogeneous,10_6_222_nonlinear_homogeneous,10_7_222_nonlinear_homogeneous,10_8_222_nonlinear_homogeneous,10_9_222_nonlinear_homogeneous,10_10_222_nonlinear_homogeneous
192,3.3204386047,7.4144822555,11.3648475611,3.6503407098,12.229364421,11.4069259175,5.2562247312,6.2391918557,8.226198772,11.4023943792
193,4.3491673561,7.6807191061,12.2534403174,6.2405912211,12.1773643656,12.0946782158,5.8519840546,4.3275840483,9.290579387,12.1428677222
194,4.1620330432,6.9033452298,11.9400464939,4.8823114865,13.102607987,11.3354418804,4.1785198838,4.2218489164,10.8235653546,11.2181275679
195,5.7996620971,8.1782099345,13.0195114544,5.0573016502,13.3129171936,11.367943159,4.1492257451,5.5784889539,10.5398553591,10.4652237046
196,5.5620183433,7.4146468601,12.6103384286,5.0917869265,12.0005190613,12.4889638616,4.9789835589,7.0126740427,11.4586867038,10.6695671466
197,5.8438538763,6.6861296428,11.6143763351,2.9814768029,12.5340199821,11.8518392575,5.4684338,6.3005960642,11.5373871368,9.8623720631
198,5.0941698477,6.8804000342,9.8694899645,3.0696175041,11.4172610586,12.0642855638,5.7072583624,6.2966392791,12.1576599306,9.541571551
199,3.9123544928,7.7780976742,9.9235555346,5.2828164062,9.1513682876,11.2598179222,5.8814683215,7.5250435553,12.8750248679,9.1689058658
200,5.2356478641,6.6793970904,11.3803720602,7.3015541253,7.992274688,10.8727803869,5.6981896967,7.5312232812,12.4054000294,7.8333008189
201,7.1491318388,7.5866684418,12.713035434,7.2290639487,7.6695335357,9.8038188237,7.4129912092,7.2242554905,13.0638644414,8.2053067736
202,6.7811013637,5.7399285067,12.1153550016,8.684470342,5.8312341775,9.7138681378,7.4684329961,8.1341772293,11.5565714956,6.5904590544
203,5.6665081074,4.6098407211,10.5347644476,8.3827520272,6.4427571794,8.0435359014,7.7717146519,9.2724702841,12.1970186281,6.9172074384
204,6.5498833014,4.9890565328,10.3441495733,7.7904259275,6.7625937228,6.5479077095,8.2732212046,8.2336388992,12.0939615843,6.9962469399
205,5.8611100373,5.6467444623,10.8372944781,5.2123725261,6.9404110679,5.1708456128,7.227585307,6.0475061373,10.9907829133,7.7783736303
206,4.8176959226,6.1333751333,10.3493719791,3.5678666089,7.5755423195,2.7364277722,7.0942560812,6.0874840516,10.4805732472,8.4473740835
207,3.9856854602,6.6279342596,9.4971590047,2.8848024345,6.8517742403,2.1265966412,6.4304506371,5.7842120512,10.0942283563,7.5516933745
208,3.100868313,7.2661807091,10.0541036494,3.7027841572,7.7201593186,0.8866498834,8.1793252246,5.9364782266,9.7406948302,6.4837618017
209,5.2985255334,7.696191785,10.8190239374,4.7101420738,8.9217866197,1.6429595963,7.2365349117,5.231902863,10.9231339379,6.9081375277
210,5.1834429275,7.3738042616,12.2219572046,4.9947728412,9.4527329869,1.1731169571,7.1727672043,4.0709526233,14.0502081047161,7.0775719239
211,5.7410998183,7.8762277201,11.8145304688,3.5500976331,9.7148380464,1.7611164964,8.9842391211,4.4786435833,9.6202007686,7.9233131437
212,5.6308481869,6.4266212362,9.882356884,3.0327979143,10.2729173273,1.0725170852,7.1253398444,4.367296843,10.313900959,9.082749279
213,5.7227055843,7.0189937884,10.7410942446,2.2944167517,11.1201044293,0.7404078689,6.7634786544,4.2648254927,14.0533935323161,7.4633090024
214,6.0753805149,6.5160917944,9.84030843,2.1658116317,11.966261537,2.1342112172,6.2197965349,6.3043873464,11.2040767766,7.4998494269
215,5.8133427961,7.1715102371,9.7070263368,3.0183000757,12.3680773832,4.1468893117,8.6108338196,8.05147148,15.2148088039161,9.2545278495
216,7.3155489641,7.3041576747,8.8115603749,3.1994003352,10.4770157969,5.2311105421,7.996855447,7.9471312971,14.8268913049161,8.1996912023
217,8.2107038791,7.2920722881,9.6934982354,2.3887478652,11.5834504741,2.8201072463,8.9289979599,8.7781458582,14.8304503524161,10.6817946977
218,7.1482177497,7.3774475019,10.8640445452,1.4619994298,9.9713270096,2.9891557185,7.7127605031,8.2211796919,14.7704631645161,9.4475937841
219,6.8212708985,7.1498811403,10.6455678536,3.8931770959,10.5105392652,4.1516370397,8.1398737649,6.4293671132,10.6227931055,9.9727806326
220,7.6469271673,6.7857301235,9.3807367293,4.6341495984,9.9880676789,4.4103204849,8.175004476,7.059427367,11.1251762224,10.668447479
221,7.0546554034,5.8953855182,10.5177828612,6.9994799602,9.0167276697,4.2454470557,8.509252056,5.7046430849,11.0917274224,10.8297758118
